Frequency (THz), Spectral Heat Capacity (J/Kg/K/THz), Cumulative Heat Capacity (J/Kg/K)
6.145101700000000022e+01,1.920000000000000049e-04,4.375571550000000229e+02
6.145501699999999801e+01,1.920000000000000049e-04,4.375571600000000103e+02
6.145901700000000289e+01,1.910000000000000077e-04,4.375571649999999977e+02
6.146301700000000068e+01,1.910000000000000077e-04,4.375571699999999851e+02
6.146701699999999846e+01,1.910000000000000077e-04,4.375571739999999750e+02
6.147101599999999877e+01,1.900000000000000105e-04,4.375571790000000192e+02
6.147501599999999655e+01,1.900000000000000105e-04,4.375571840000000066e+02
6.147901600000000144e+01,1.890000000000000133e-04,4.375571889999999939e+02
6.148301599999999922e+01,1.890000000000000133e-04,4.375571929999999838e+02
6.148701599999999701e+01,1.890000000000000133e-04,4.375571980000000281e+02
6.149101600000000190e+01,1.879999999999999890e-04,4.375572030000000154e+02
6.149501599999999968e+01,1.879999999999999890e-04,4.375572080000000028e+02
6.149901599999999746e+01,1.869999999999999917e-04,4.375572119999999927e+02
6.150301600000000235e+01,1.859999999999999945e-04,4.375572169999999801e+02
6.150701600000000013e+01,1.859999999999999945e-04,4.375572220000000243e+02
6.151101599999999792e+01,1.849999999999999973e-04,4.375572260000000142e+02
6.151501600000000280e+01,1.849999999999999973e-04,4.375572310000000016e+02
6.151901600000000059e+01,1.840000000000000001e-04,4.375572359999999890e+02
6.152301599999999837e+01,1.840000000000000001e-04,4.375572399999999789e+02
6.152701600000000326e+01,1.830000000000000029e-04,4.375572450000000231e+02
6.153101600000000104e+01,1.830000000000000029e-04,4.375572500000000105e+02
6.153501500000000135e+01,1.820000000000000057e-04,4.375572540000000004e+02
6.153901499999999913e+01,1.820000000000000057e-04,4.375572589999999877e+02
6.154301499999999692e+01,1.820000000000000057e-04,4.375572629999999776e+02
6.154701500000000181e+01,1.810000000000000085e-04,4.375572680000000219e+02
6.155101499999999959e+01,1.810000000000000085e-04,4.375572730000000092e+02
6.155501499999999737e+01,1.800000000000000113e-04,4.375572769999999991e+02
6.155901500000000226e+01,1.800000000000000113e-04,4.375572819999999865e+02
6.156301500000000004e+01,1.800000000000000113e-04,4.375572859999999764e+02
6.156701499999999783e+01,1.789999999999999870e-04,4.375572910000000206e+02
6.157101500000000271e+01,1.789999999999999870e-04,4.375572950000000105e+02
6.157501500000000050e+01,1.789999999999999870e-04,4.375572999999999979e+02
6.157901499999999828e+01,1.779999999999999898e-04,4.375573039999999878e+02
6.158301500000000317e+01,1.779999999999999898e-04,4.375573089999999752e+02
6.158701500000000095e+01,1.769999999999999926e-04,4.375573130000000219e+02
6.159101499999999874e+01,1.769999999999999926e-04,4.375573180000000093e+02
6.159501399999999904e+01,1.769999999999999926e-04,4.375573219999999992e+02
6.159901399999999683e+01,1.769999999999999926e-04,4.375573269999999866e+02
6.160301400000000172e+01,1.759999999999999954e-04,4.375573309999999765e+02
6.160701399999999950e+01,1.759999999999999954e-04,4.375573350000000232e+02
6.161101399999999728e+01,1.759999999999999954e-04,4.375573400000000106e+02
6.161501400000000217e+01,1.749999999999999982e-04,4.375573440000000005e+02
6.161901399999999995e+01,1.749999999999999982e-04,4.375573489999999879e+02
6.162301399999999774e+01,1.749999999999999982e-04,4.375573529999999778e+02
6.162701400000000262e+01,1.740000000000000010e-04,4.375573570000000245e+02
6.163101400000000041e+01,1.740000000000000010e-04,4.375573620000000119e+02
6.163501399999999819e+01,1.740000000000000010e-04,4.375573660000000018e+02
6.163901400000000308e+01,1.740000000000000010e-04,4.375573709999999892e+02
6.164301400000000086e+01,1.730000000000000038e-04,4.375573749999999791e+02
6.164701399999999865e+01,1.730000000000000038e-04,4.375573790000000258e+02
6.165101400000000353e+01,1.730000000000000038e-04,4.375573840000000132e+02
6.165501400000000132e+01,1.720000000000000066e-04,4.375573880000000031e+02
6.165901300000000163e+01,1.720000000000000066e-04,4.375573919999999930e+02
6.166301299999999941e+01,1.720000000000000066e-04,4.375573969999999804e+02
6.166701299999999719e+01,1.710000000000000094e-04,4.375574010000000271e+02
6.167101300000000208e+01,1.710000000000000094e-04,4.375574050000000170e+02
6.167501299999999986e+01,1.710000000000000094e-04,4.375574100000000044e+02
6.167901299999999765e+01,1.710000000000000094e-04,4.375574139999999943e+02
6.168301300000000253e+01,1.700000000000000122e-04,4.375574179999999842e+02
6.168701300000000032e+01,1.700000000000000122e-04,4.375574229999999716e+02
6.169101299999999810e+01,1.700000000000000122e-04,4.375574270000000183e+02
6.169501300000000299e+01,1.689999999999999879e-04,4.375574310000000082e+02
6.169901300000000077e+01,1.689999999999999879e-04,4.375574349999999981e+02
6.170301299999999856e+01,1.689999999999999879e-04,4.375574399999999855e+02
6.170701300000000344e+01,1.679999999999999907e-04,4.375574439999999754e+02
6.171101300000000123e+01,1.679999999999999907e-04,4.375574480000000221e+02
6.171501299999999901e+01,1.679999999999999907e-04,4.375574520000000120e+02
6.171901199999999932e+01,1.669999999999999935e-04,4.375574560000000019e+02
6.172301199999999710e+01,1.669999999999999935e-04,4.375574609999999893e+02
6.172701200000000199e+01,1.669999999999999935e-04,4.375574649999999792e+02
6.173101199999999977e+01,1.659999999999999963e-04,4.375574690000000260e+02
6.173501199999999756e+01,1.659999999999999963e-04,4.375574730000000159e+02
6.173901200000000244e+01,1.649999999999999991e-04,4.375574770000000058e+02
6.174301200000000023e+01,1.649999999999999991e-04,4.375574819999999931e+02
6.174701199999999801e+01,1.640000000000000019e-04,4.375574859999999831e+02
6.175101200000000290e+01,1.640000000000000019e-04,4.375574899999999730e+02
6.175501200000000068e+01,1.640000000000000019e-04,4.375574940000000197e+02
6.175901199999999847e+01,1.630000000000000047e-04,4.375574980000000096e+02
6.176301200000000335e+01,1.630000000000000047e-04,4.375575019999999995e+02
6.176701200000000114e+01,1.630000000000000047e-04,4.375575059999999894e+02
6.177101199999999892e+01,1.620000000000000075e-04,4.375575099999999793e+02
6.177501199999999670e+01,1.620000000000000075e-04,4.375575150000000235e+02
6.177901200000000159e+01,1.620000000000000075e-04,4.375575190000000134e+02
6.178301100000000190e+01,1.620000000000000075e-04,4.375575230000000033e+02
6.178701099999999968e+01,1.610000000000000103e-04,4.375575269999999932e+02
6.179101099999999747e+01,1.610000000000000103e-04,4.375575309999999831e+02
6.179501100000000235e+01,1.600000000000000131e-04,4.375575349999999730e+02
6.179901100000000014e+01,1.600000000000000131e-04,4.375575390000000198e+02
6.180301099999999792e+01,1.600000000000000131e-04,4.375575430000000097e+02
6.180701100000000281e+01,1.589999999999999888e-04,4.375575469999999996e+02
6.181101100000000059e+01,1.589999999999999888e-04,4.375575509999999895e+02
6.181501099999999838e+01,1.579999999999999916e-04,4.375575549999999794e+02
6.181901100000000326e+01,1.579999999999999916e-04,4.375575590000000261e+02
6.182301100000000105e+01,1.579999999999999916e-04,4.375575630000000160e+02
6.182701099999999883e+01,1.569999999999999944e-04,4.375575670000000059e+02
6.183101099999999661e+01,1.569999999999999944e-04,4.375575709999999958e+02
6.183501100000000150e+01,1.569999999999999944e-04,4.375575749999999857e+02
6.183901099999999929e+01,1.569999999999999944e-04,4.375575789999999756e+02
6.184301099999999707e+01,1.559999999999999972e-04,4.375575830000000224e+02
6.184700999999999738e+01,1.559999999999999972e-04,4.375575870000000123e+02
6.185101000000000226e+01,1.559999999999999972e-04,4.375575900000000047e+02
6.185501000000000005e+01,1.550000000000000000e-04,4.375575939999999946e+02
6.185900999999999783e+01,1.550000000000000000e-04,4.375575979999999845e+02
6.186301000000000272e+01,1.550000000000000000e-04,4.375576019999999744e+02
6.186701000000000050e+01,1.540000000000000028e-04,4.375576060000000211e+02
6.187100999999999829e+01,1.540000000000000028e-04,4.375576100000000110e+02
6.187501000000000317e+01,1.540000000000000028e-04,4.375576140000000009e+02
6.187901000000000096e+01,1.530000000000000056e-04,4.375576179999999908e+02
6.188300999999999874e+01,1.530000000000000056e-04,4.375576219999999807e+02
6.188700999999999652e+01,1.530000000000000056e-04,4.375576249999999732e+02
6.189101000000000141e+01,1.520000000000000084e-04,4.375576290000000199e+02
6.189500999999999920e+01,1.520000000000000084e-04,4.375576330000000098e+02
6.189900999999999698e+01,1.520000000000000084e-04,4.375576369999999997e+02
6.190301000000000187e+01,1.520000000000000084e-04,4.375576409999999896e+02
6.190700900000000217e+01,1.510000000000000112e-04,4.375576449999999795e+02
6.191100899999999996e+01,1.510000000000000112e-04,4.375576479999999719e+02
6.191500899999999774e+01,1.510000000000000112e-04,4.375576520000000187e+02
6.191900900000000263e+01,1.499999999999999869e-04,4.375576560000000086e+02
6.192300900000000041e+01,1.499999999999999869e-04,4.375576599999999985e+02
6.192700899999999820e+01,1.499999999999999869e-04,4.375576629999999909e+02
6.193100900000000308e+01,1.499999999999999869e-04,4.375576669999999808e+02
6.193500900000000087e+01,1.489999999999999897e-04,4.375576710000000276e+02
6.193900899999999865e+01,1.489999999999999897e-04,4.375576750000000175e+02
6.194300900000000354e+01,1.489999999999999897e-04,4.375576790000000074e+02
6.194700900000000132e+01,1.489999999999999897e-04,4.375576819999999998e+02
6.195100899999999911e+01,1.479999999999999925e-04,4.375576859999999897e+02
6.195500899999999689e+01,1.479999999999999925e-04,4.375576899999999796e+02
6.195900900000000178e+01,1.479999999999999925e-04,4.375576929999999720e+02
6.196300899999999956e+01,1.479999999999999925e-04,4.375576970000000188e+02
6.196700899999999734e+01,1.479999999999999925e-04,4.375577010000000087e+02
6.197100799999999765e+01,1.479999999999999925e-04,4.375577049999999986e+02
6.197500800000000254e+01,1.479999999999999925e-04,4.375577079999999910e+02
6.197900800000000032e+01,1.469999999999999953e-04,4.375577119999999809e+02
6.198300799999999811e+01,1.469999999999999953e-04,4.375577160000000276e+02
6.198700800000000299e+01,1.469999999999999953e-04,4.375577190000000201e+02
6.199100800000000078e+01,1.469999999999999953e-04,4.375577230000000100e+02
6.199500799999999856e+01,1.469999999999999953e-04,4.375577269999999999e+02
6.199900800000000345e+01,1.459999999999999981e-04,4.375577309999999898e+02
6.200300800000000123e+01,1.459999999999999981e-04,4.375577339999999822e+02
6.200700799999999902e+01,1.459999999999999981e-04,4.375577379999999721e+02
6.201100799999999680e+01,1.459999999999999981e-04,4.375577420000000188e+02
6.201500800000000169e+01,1.459999999999999981e-04,4.375577450000000113e+02
6.201900799999999947e+01,1.459999999999999981e-04,4.375577490000000012e+02
6.202300799999999725e+01,1.459999999999999981e-04,4.375577529999999911e+02
6.202700800000000214e+01,1.459999999999999981e-04,4.375577559999999835e+02
6.203100799999999992e+01,1.450000000000000009e-04,4.375577599999999734e+02
6.203500700000000023e+01,1.450000000000000009e-04,4.375577640000000201e+02
6.203900699999999802e+01,1.450000000000000009e-04,4.375577670000000126e+02
6.204300700000000290e+01,1.450000000000000009e-04,4.375577710000000025e+02
6.204700700000000069e+01,1.450000000000000009e-04,4.375577749999999924e+02
6.205100699999999847e+01,1.450000000000000009e-04,4.375577779999999848e+02
6.205500700000000336e+01,1.450000000000000009e-04,4.375577819999999747e+02
6.205900700000000114e+01,1.450000000000000009e-04,4.375577850000000240e+02
6.206300699999999892e+01,1.450000000000000009e-04,4.375577890000000139e+02
6.206700699999999671e+01,1.450000000000000009e-04,4.375577930000000038e+02
6.207100700000000160e+01,1.450000000000000009e-04,4.375577959999999962e+02
6.207500699999999938e+01,1.450000000000000009e-04,4.375577999999999861e+02
6.207900699999999716e+01,1.450000000000000009e-04,4.375578039999999760e+02
6.208300700000000205e+01,1.440000000000000036e-04,4.375578070000000253e+02
6.208700699999999983e+01,1.440000000000000036e-04,4.375578110000000152e+02
6.209100699999999762e+01,1.440000000000000036e-04,4.375578150000000051e+02
6.209500599999999793e+01,1.440000000000000036e-04,4.375578179999999975e+02
6.209900600000000281e+01,1.440000000000000036e-04,4.375578219999999874e+02
6.210300600000000060e+01,1.440000000000000036e-04,4.375578249999999798e+02
6.210700599999999838e+01,1.440000000000000036e-04,4.375578290000000266e+02
6.211100600000000327e+01,1.440000000000000036e-04,4.375578330000000165e+02
6.211500600000000105e+01,1.440000000000000036e-04,4.375578360000000089e+02
6.211900599999999883e+01,1.440000000000000036e-04,4.375578399999999988e+02
6.212300599999999662e+01,1.430000000000000064e-04,4.375578439999999887e+02
6.212700600000000151e+01,1.430000000000000064e-04,4.375578469999999811e+02
6.213100599999999929e+01,1.430000000000000064e-04,4.375578510000000279e+02
6.213500599999999707e+01,1.430000000000000064e-04,4.375578540000000203e+02
6.213900600000000196e+01,1.430000000000000064e-04,4.375578580000000102e+02
6.214300599999999974e+01,1.430000000000000064e-04,4.375578620000000001e+02
6.214700599999999753e+01,1.420000000000000092e-04,4.375578649999999925e+02
6.215100600000000242e+01,1.420000000000000092e-04,4.375578689999999824e+02
6.215500600000000020e+01,1.420000000000000092e-04,4.375578719999999748e+02
6.215900500000000051e+01,1.420000000000000092e-04,4.375578760000000216e+02
6.216300499999999829e+01,1.420000000000000092e-04,4.375578790000000140e+02
6.216700500000000318e+01,1.410000000000000120e-04,4.375578830000000039e+02
6.217100500000000096e+01,1.410000000000000120e-04,4.375578869999999938e+02
6.217500499999999874e+01,1.410000000000000120e-04,4.375578899999999862e+02
6.217900499999999653e+01,1.410000000000000120e-04,4.375578939999999761e+02
6.218300500000000142e+01,1.410000000000000120e-04,4.375578970000000254e+02
6.218700499999999920e+01,1.410000000000000120e-04,4.375579010000000153e+02
6.219100499999999698e+01,1.410000000000000120e-04,4.375579040000000077e+02
6.219500500000000187e+01,1.410000000000000120e-04,4.375579079999999976e+02
6.219900499999999965e+01,1.399999999999999877e-04,4.375579109999999901e+02
6.220300499999999744e+01,1.399999999999999877e-04,4.375579149999999800e+02
6.220700500000000233e+01,1.399999999999999877e-04,4.375579179999999724e+02
6.221100500000000011e+01,1.399999999999999877e-04,4.375579220000000191e+02
6.221500499999999789e+01,1.399999999999999877e-04,4.375579250000000116e+02
6.221900399999999820e+01,1.399999999999999877e-04,4.375579290000000015e+02
6.222300400000000309e+01,1.389999999999999905e-04,4.375579319999999939e+02
6.222700400000000087e+01,1.389999999999999905e-04,4.375579359999999838e+02
6.223100399999999865e+01,1.389999999999999905e-04,4.375579389999999762e+02
6.223500400000000354e+01,1.389999999999999905e-04,4.375579430000000229e+02
6.223900400000000133e+01,1.379999999999999933e-04,4.375579460000000154e+02
6.224300399999999911e+01,1.379999999999999933e-04,4.375579500000000053e+02
6.224700399999999689e+01,1.379999999999999933e-04,4.375579529999999977e+02
6.225100400000000178e+01,1.379999999999999933e-04,4.375579569999999876e+02
6.225500399999999956e+01,1.379999999999999933e-04,4.375579599999999800e+02
6.225900399999999735e+01,1.369999999999999961e-04,4.375579640000000268e+02
6.226300400000000224e+01,1.369999999999999961e-04,4.375579670000000192e+02
6.226700400000000002e+01,1.369999999999999961e-04,4.375579710000000091e+02
6.227100399999999780e+01,1.369999999999999961e-04,4.375579740000000015e+02
6.227500400000000269e+01,1.369999999999999961e-04,4.375579779999999914e+02
6.227900400000000047e+01,1.359999999999999989e-04,4.375579809999999839e+02
6.228300300000000078e+01,1.359999999999999989e-04,4.375579839999999763e+02
6.228700299999999856e+01,1.359999999999999989e-04,4.375579880000000230e+02
6.229100300000000345e+01,1.359999999999999989e-04,4.375579910000000154e+02
6.229500300000000124e+01,1.350000000000000017e-04,4.375579950000000053e+02
6.229900299999999902e+01,1.350000000000000017e-04,4.375579979999999978e+02
